Timestamp,Filename,Origin (Easting[m],Northing[m],Height[m]),Direction (Easting,Roll(X)[deg],Pitch(Y)[deg],Yaw(Z)[deg],Omega[deg],Phi[deg],Kappa[deg]
399335535.87023,240510_001903385.jpg,488964.568,7038960.909,432.903,0.297225709,3.285701975,2.895900288,-72.677677171,-176.259578768,2.272914059,72.686388036
399335536.34433,240510_001903860.jpg,488961.712,7038970.628,433.379,0.308119735,4.517918674,3.902436853,-72.002103197,-174.897102703,3.090389898,72.018112972
399335536.818431,240510_001904335.jpg,488958.782,7038980.338,433.945,0.330204507,4.141167439,3.872579245,-70.663414328,-174.979285564,2.624978758,70.688148909
399335537.292531,240510_001904810.jpg,488955.583,7038989.947,434.559,0.353475917,4.667149518,4.806409267,-69.213225951,-173.857448972,2.659421166,69.266176712
399335537.766631,240510_001905285.jpg,488952.188,7038999.525,435.262,0.379722883,3.809056268,4.458969518,-67.60088566,-174.432019163,1.824155807,67.660277434
399335538.240731,240510_001905760.jpg,488948.493,7039008.991,435.93,0.410439072,3.532835911,4.53409122,-65.674331919,-174.419194223,1.35379649,65.748019261
399335538.714832,240510_001906235.jpg,488944.418,7039018.296,436.562,0.450263704,4.270455975,4.64290405,-63.130488219,-173.935578083,1.714512193,63.212608538
399335539.188932,240510_001906710.jpg,488939.938,7039027.406,437.226,0.486041897,4.721721254,4.601079148,-60.801002784,-173.688073898,1.881476689,60.886791252
399335539.663032,240510_001907185.jpg,488935.121,7039036.319,437.869,0.520549376,5.096894493,3.851647541,-58.535151623,-174.060694404,2.339693841,58.585050981
399335540.137133,240510_001907660.jpg,488929.972,7039044.934,438.477,0.558596633,5.728889392,4.071582627,-55.925129666,-173.425628163,2.468632893,55.986901037
399335540.611233,240510_001908135.jpg,488924.475,7039053.264,439.096,0.596960267,5.823831591,3.891013589,-53.228622081,-173.404606861,2.34072583,53.291523133
399335602.08417,240510_002009730.jpg,487742.858,7039196.664,432.961,0.969699018,3.859350919,1.979898132,13.895027036,-176.724847927,-2.843612173,-13.746986357
399335602.572971,240510_002010220.jpg,487732.92,7039194.409,433.134,0.962815445,3.108220057,1.226021272,15.529726371,-177.331602694,-2.011496,-15.449587214
399335603.050971,240510_002010699.jpg,487723.271,7039191.913,433.234,0.955676218,3.438493889,1.092897462,17.000447324,-177.02933829,-2.048286312,-16.91450797
399335603.528971,240510_002011178.jpg,487713.68,7039189.13,433.337,0.947766592,4.205224785,0.763048905,18.504408966,-176.252491669,-2.055577562,-18.409125647
399335604.006971,240510_002011657.jpg,487704.156,7039186.152,433.405,0.940658706,3.895150395,1.069743136,19.734406895,-176.692277019,-2.319190724,-19.631046239
399335604.484972,240510_002012135.jpg,487694.677,7039182.949,433.479,0.935867854,4.388532773,1.004510902,20.535553655,-176.239706722,-2.476342932,-20.41575376
399335604.962972,240510_002012614.jpg,487685.211,7039179.671,433.545,0.932159202,3.60703716,0.944015095,21.136029061,-176.973851731,-2.178952951,-21.048729821
399335605.440972,240510_002013093.jpg,487675.79,7039176.295,433.644,0.928435452,3.284684051,1.561065123,21.686498379,-177.521395208,-2.661510013,-21.584133032
399335605.918973,240510_002013572.jpg,487666.37,7039172.804,433.744,0.925567808,3.165180523,1.213287303,22.14793909,-177.523321753,-2.315001693,-22.064353255
399335606.396973,240510_002014051.jpg,487656.964,7039169.26,433.842,0.922088587,2.487335668,0.907714207,22.684744391,-178.053575645,-1.796052626,-22.634510775
399335606.874973,240510_002014530.jpg,487647.602,7039165.595,433.941,0.918198755,2.521979777,1.191605648,23.244072155,-178.150971902,-2.089044922,-23.184108045
399335607.352973,240510_002015009.jpg,487638.246,7039161.853,434.023,0.914850208,2.142919971,0.599071834,23.746899293,-178.27858107,-1.411286108,-23.714482981
399335607.830974,240510_002015488.jpg,487629.03,7039158.047,434.064,0.912169584,2.396394922,0.743416667,24.12187998,-178.115282206,-1.657449961,-24.079055185
399335608.308974,240510_002015967.jpg,487619.932,7039154.194,434.124,0.912452556,3.370218478,0.764198904,24.081542866,-177.233048004,-2.071343442,-24.009022585
399335608.797374,240510_002016456.jpg,487610.706,7039150.365,434.21,0.913780846,3.000597766,0.854132731,23.891368042,-177.600633307,-1.994997078,-23.827204513
399335609.285775,240510_002016946.jpg,487601.569,7039146.619,434.309,0.912650402,2.462741866,0.955169081,24.047308194,-178.138523692,-1.875055324,-23.996297875
399335609.784875,240510_002017446.jpg,487592.351,7039142.787,434.402,0.912456139,2.359777245,0.846244948,24.078454963,-178.189286011,-1.734853697,-24.033595219
399335610.283975,240510_002017946.jpg,487583.241,7039138.989,434.497,0.912967716,2.456619478,0.649066371,24.012243608,-178.018806995,-1.592238565,-23.970784862
399335610.793576,240510_002018457.jpg,487574.034,7039135.212,434.572,0.913779731,1.620809898,0.728384755,23.895440164,-178.811860707,-1.322655197,-23.871409184
399335611.303176,240510_002018967.jpg,487564.926,7039131.485,434.628,0.914804419,1.377187241,0.750077508,23.749366768,-179.040193104,-1.241473101,-23.729938069
399335611.824776,240510_002019490.jpg,487555.719,7039127.686,434.689,0.915315441,2.036708054,0.68659531,23.678333974,-178.40921714,-1.446682306,-23.646032937
399335612.346377,240510_002020012.jpg,487546.606,7039123.973,434.748,0.915799724,2.033443239,0.903085023,23.602236469,-178.496742772,-1.641383932,-23.564658313
399335612.879477,240510_002020547.jpg,487537.386,7039120.242,434.821,0.916650308,1.824283282,0.924804651,23.479347283,-178.693736303,-1.574878603,-23.446651
399335613.422777,240510_002021091.jpg,487528.08,7039116.512,434.897,0.91698799,1.402274046,0.768831848,23.436026226,-179.017848794,-1.263362113,-23.415773445
399335613.966078,240510_002021635.jpg,487518.892,7039112.804,434.973,0.91385649,1.106299085,0.615226055,23.887565048,-179.236304996,-1.011032248,-23.874876376
399335614.520478,240510_002022191.jpg,487509.663,7039108.976,435.013,0.910307208,1.124990749,0.65611529,24.384149361,-179.244918251,-1.062512232,-24.370694608
399335615.074878,240510_002022746.jpg,487500.565,7039105.138,435.069,0.910288563,0.90190052,0.889027908,24.379809179,-179.54400409,-1.182385538,-24.368085578
399335615.639479,240510_002023312.jpg,487491.393,7039101.331,435.159,0.912031701,0.038329551,1.29876444,24.119109453,179.506089891,-1.201249471,-24.123807841
399335616.214479,240510_002023888.jpg,487482.143,7039097.54,435.293,0.915279442,-0.508963574,1.042638965,23.671212077,179.117215222,-0.751049185,-23.681592376
399335616.789479,240510_002024464.jpg,487472.981,7039093.858,435.395,0.918931259,-0.806659985,0.874645055,23.150768052,178.91648678,-0.487715245,-23.161507761
399335617.37498,240510_002025051.jpg,487463.668,7039090.223,435.458,0.925785825,-0.913922983,0.843816898,22.131044388,178.837613079,-0.438010944,-22.142189623
399335617.96048,240510_002025638.jpg,487454.286,7039086.797,435.535,0.937911258,-0.862596431,1.316708155,20.181713475,178.73818248,-0.938393964,-20.20190407
399335618.54598,240510_002026224.jpg,487444.676,7039083.731,435.641,0.951649162,-1.521511647,1.356510118,17.755471436,178.139616087,-0.827752809,-17.786860731
399335619.119581,240510_002026799.jpg,487434.999,7039081.098,435.733,0.96438226,-2.19147333,0.876218054,15.214131973,177.658039062,-0.270712553,-15.23639047
399335619.681381,240510_002027362.jpg,487425.316,7039078.857,435.788,0.973625943,-1.56202146,1.000356886,13.034224166,178.254874971,-0.622528438,-13.057302643
399335620.233081,240510_002027915.jpg,487415.502,7039076.935,435.828,0.979396069,-1.261055769,1.252189062,11.451257332,178.517486788,-0.976873283,-11.477623746
399335620.774182,240510_002028457.jpg,487405.576,7039075.297,435.878,0.986724134,-0.788512775,1.233529524,9.097650153,179.028176953,-1.093443739,-9.115362602
399335621.304582,240510_002028988.jpg,487395.58,7039074.073,435.955,0.992076552,-0.468483637,1.61434399,6.812077609,179.344954,-1.547152756,-6.827456616
399335621.820182,240510_002029505.jpg,487385.625,7039073.287,436.059,0.996026422,-0.738195929,1.85276381,4.424835009,179.122568789,-1.78972619,-4.45039709
399335622.330623,240510_002030016.jpg,487375.552,7039072.887,436.157,0.998512416,-0.616099635,1.1317642,2.31997529,179.340236219,-1.106108502,-2.332385009
399335622.832223,240510_002030519.jpg,487365.496,7039072.866,436.253,0.999228224,-0.711011574,1.364340832,0.312779637,179.283124775,-1.360383131,-0.329701177
399335623.323123,240510_002031011.jpg,487355.496,7039073.154,436.332,0.999103423,-0.705337469,1.352156323,-0.975106353,179.319325171,-1.363917917,0.958735181
399335623.814023,240510_002031503.jpg,487345.379,7039073.633,436.46,0.99858259,-0.520586588,1.956785025,-1.540451492,179.533549666,-1.969479243,1.523622866
399335624.294224,240510_002031984.jpg,487335.335,7039074.157,436.638,0.998229823,0.432327775,1.922632055,-2.19640827,-179.492877907,-1.904110873,2.212156767
399335624.774424,240510_002032465.jpg,487325.186,7039074.885,436.816,0.997783879,-0.353590415,2.157624692,-2.60721829,179.746227741,-2.170732904,2.595837046
399335625.241924,240510_002032933.jpg,487315.144,7039075.547,437.021,0.99824715,1.093473781,1.190163205,-2.643679727,-178.85170531,-1.138469339,2.666488925
399335625.709425,240510_002033402.jpg,487305.046,7039076.217,437.218,0.997837688,2.135305361,1.953801889,-2.698324168,-177.773600419,-1.849254949,2.770723048
399335626.165525,240510_002033859.jpg,487295.108,7039076.98,437.495,0.997101756,1.410095291,2.82286853,-2.823476489,-178.450195519,-2.747744001,2.895465293
399335626.621625,240510_002034316.jpg,487285.085,7039077.708,437.828,0.997195289,1.99890493,2.89247025,-2.637932559,-177.867237709,-2.794187808,2.740484781
399335627.077725,240510_002034773.jpg,487274.999,7039078.385,438.19,0.9971221,2.702634129,3.276180808,-2.252416211,-177.166402581,-3.161934912,2.407987671
399335627.533826,240510_002035230.jpg,487264.87,7039079.035,438.629,0.996835572,2.728311009,3.633458538,-2.118931065,-177.133849102,-3.523753431,2.293711984
399335627.989926,240510_002035687.jpg,487254.709,7039079.719,439.126,0.9964111,1.977813504,3.939723084,-2.228017586,-177.865439215,-3.854974607,2.367966629
399335628.435726,240510_002036134.jpg,487244.719,7039080.355,439.61,0.996691384,2.490878005,3.618196381,-2.355598048,-177.357530321,-3.507122423,2.51525098
399335628.881527,240510_002036580.jpg,487234.7,7039081.034,440.08,0.997147585,2.359778203,3.189953187,-2.336956975,-177.508353092,-3.086604455,2.469868111
399335629.327327,240510_002037027.jpg,487224.691,7039081.695,440.53,0.996920331,2.563558394,3.387423696,-2.378597037,-177.293625791,-3.272742673,2.531791038
399335629.773127,240510_002037474.jpg,487214.691,7039082.403,441,0.996804405,2.012730035,3.45171159,-2.445532796,-177.837835255,-3.358515662,2.569646272
399335630.218927,240510_002037920.jpg,487204.71,7039083.074,441.444,0.996942132,2.45424789,3.2429213,-2.543891998,-177.400288008,-3.125987367,2.684375291
399335630.664728,240510_002038367.jpg,487194.791,7039083.779,441.898,0.99686073,2.329759498,3.306325783,-2.567391007,-177.520493589,-3.194013745,2.703834973
399335631.110528,240510_002038814.jpg,487184.934,7039084.498,442.349,0.99682071,2.039477395,3.290341837,-2.638160477,-177.807578397,-3.189014677,2.757843903
399335631.566528,240510_002039271.jpg,487174.917,7039085.2,442.8,0.997075754,2.422068591,3.090856698,-2.560021053,-177.438731233,-2.975151443,2.691952295
399335632.022529,240510_002039727.jpg,487164.965,7039085.909,443.192,0.997510618,2.204314898,2.662784628,-2.480846921,-177.679916758,-2.561672165,2.584018301
399335632.478529,240510_002040184.jpg,487155.082,7039086.589,443.547,0.99766833,2.3388711,2.42433564,-2.51584682,-177.554757736,-2.316327114,2.614833316
399335571.988352,240510_001939575.jpg,488367.81,7039153.861,443.507,0.969981962,-1.489228011,0.301408938,13.961957594,178.484120506,0.065532908,-13.965014609
399335572.464852,240510_001940052.jpg,488358.006,7039151.671,443.438,0.970204995,-0.428133877,0.317803926,13.908513735,179.509606537,-0.206767978,-13.91058562
399335572.941352,240510_001940529.jpg,488348.184,7039149.434,443.363,0.97121751,1.410877121,0.087910196,13.668324854,-178.649142093,-0.419961212,-13.662286578
399335573.417853,240510_001941007.jpg,488338.327,7039147.344,443.311,0.973219376,1.267321848,0.054210091,13.174108399,-178.777630158,-0.342841267,-13.169848192
399335573.894353,240510_001941484.jpg,488328.457,7039145.337,443.285,0.974557483,1.120390371,0.231789619,12.831263715,-178.95818465,-0.475872892,-12.824663496
399335574.370853,240510_001941962.jpg,488318.628,7039143.382,443.248,0.975614654,1.131859767,0.232292758,12.555463869,-178.944830798,-0.473839248,-12.548798356
399335574.847354,240510_001942439.jpg,488308.846,7039141.499,443.197,0.975629512,0.538873674,0.376789334,12.548089062,-179.554695822,-0.485883765,-12.544420311
399335575.323854,240510_001942917.jpg,488299.078,7039139.623,443.139,0.975943072,0.196628142,-0.063998637,12.470564171,-179.792976146,0.01855207,-12.470717979
399335575.800354,240510_001943394.jpg,488289.345,7039137.7,443.094,0.976492976,1.257670671,0.114260147,12.323364582,-178.794912034,-0.381207318,-12.318095881
399335576.276854,240510_001943872.jpg,488279.595,7039135.86,442.996,0.976728025,0.479488116,-0.008436295,12.260611182,-179.528558728,-0.094973091,-12.26026108
399335576.753355,240510_001944349.jpg,488269.825,7039134.027,442.883,0.976865354,0.324202673,-0.657287802,12.206152811,-179.543094792,0.571857852,-12.210324042
399335577.229855,240510_001944826.jpg,488260.102,7039132.167,442.749,0.975946341,0.451290376,0.207051631,12.468162508,-179.602891883,-0.300788351,-12.466302627
399335577.706355,240510_001945304.jpg,488250.345,7039130.269,442.567,0.975293557,0.458322562,-0.773049239,12.618821717,-179.382875205,0.652119047,-12.62545932
399335578.182856,240510_001945781.jpg,488240.615,7039128.368,442.374,0.974871111,0.120593552,-0.941703316,12.718057742,-179.673939944,0.889754861,-12.721627887
399335578.659356,240510_001946259.jpg,488230.935,7039126.49,442.156,0.975754469,-0.462339387,-0.556865016,12.508599723,179.670648374,0.641779092,-12.504549415
399335579.135856,240510_001946736.jpg,488221.215,7039124.64,441.89,0.976472118,-1.001397038,-1.078033705,12.28319754,179.252245754,1.263741645,-12.265607557
399335579.612357,240510_001947214.jpg,488211.523,7039122.777,441.604,0.978368833,-0.586094642,-0.376172154,11.803724531,179.504759403,0.486259993,-11.79973245
399335580.099857,240510_001947702.jpg,488201.528,7039121.013,441.294,0.979095201,-1.562577162,-1.18852809,11.544376494,178.708268156,1.474134072,-11.511646431
399335580.587357,240510_001948191.jpg,488191.531,7039119.355,440.925,0.981450125,-2.93600059,-1.669680498,10.786340409,177.4288215,2.184326782,-10.694690575
399335581.074857,240510_001948679.jpg,488181.537,7039117.778,440.487,0.984916832,-2.593412876,-1.94000079,9.616502671,177.767397106,2.34073278,-9.527144106
399335581.562358,240510_001949167.jpg,488171.517,7039116.416,440.02,0.98943554,-2.017431998,-1.991973659,7.903071799,178.276244955,2.245936139,-7.834360406
399335582.049858,240510_001949656.jpg,488161.436,7039115.417,439.553,0.993766579,-2.433016178,-2.301942625,5.709456174,177.808114894,2.52695103,-5.612408483
399335582.537358,240510_001950144.jpg,488151.306,7039114.831,439.036,0.996811644,-2.950535222,-2.664937435,3.279964477,177.205900293,2.821978613,-3.142716643
399335583.024859,240510_001950633.jpg,488141.144,7039114.633,438.444,0.998272309,-2.39252498,-2.821440074,0.541473918,177.633773078,2.837406055,-0.42414824
399335583.512359,240510_001951121.jpg,488130.949,7039114.969,437.856,0.997460297,-2.829617521,-3.021018483,-2.114364894,177.059887756,2.906584597,2.263360904
399335583.989359,240510_001951599.jpg,488120.981,7039115.78,437.237,0.994681564,-3.148135464,-2.555985467,-5.03464301,176.640172364,2.262222491,5.17102942
399335584.466359,240510_001952077.jpg,488110.966,7039117.069,436.631,0.989876815,-3.374270399,-2.972455356,-7.397254125,176.270959195,2.503939886,7.566097248
399335584.94336,240510_001952555.jpg,488100.911,7039118.721,435.937,0.984160378,-2.372364541,-3.572682923,-9.411175999,177.074272432,3.12850829,9.564855388
399335585.40976,240510_001953022.jpg,488091.073,7039120.737,435.275,0.97809715,-2.876343804,-3.814538182,-11.266486502,176.432104671,3.168811795,11.460738281
399335585.87616,240510_001953490.jpg,488081.207,7039123.048,434.497,0.971917703,-2.286568054,-3.744471588,-12.978537721,176.929884095,3.12689578,13.136881097
399335586.332161,240510_001953947.jpg,488071.528,7039125.608,433.684,0.966369607,-2.082273882,-4.16713756,-14.214030299,176.956353236,3.519433407,14.383092848
399335586.788161,240510_001954404.jpg,488061.838,7039128.401,432.879,0.96080097,-1.90817906,-4.52901433,-15.364136467,176.957319624,3.852368825,15.541718685
399335587.244161,240510_001954861.jpg,488052.127,7039131.373,432.08,0.956911147,-1.042430747,-4.442538672,-16.210219105,177.757352351,3.967872852,16.32818356
399335587.689861,240510_001955307.jpg,488042.627,7039134.393,431.337,0.95659904,-0.140192052,-3.496050754,-16.497446615,178.873810107,3.307534586,16.534163293
399335588.135562,240510_001955754.jpg,488033.1,7039137.447,430.664,0.958032875,0.849572853,-2.455997144,-16.389635204,-179.875950525,2.592079786,16.368609894
399335588.581262,240510_001956200.jpg,488023.511,7039140.49,430.135,0.958316177,1.809495368,-2.258565331,-16.359611931,-178.897334697,2.672353266,16.298255972
399335589.026962,240510_001956647.jpg,488013.928,7039143.566,429.688,0.957658917,2.173632484,-1.783919946,-16.549336506,-178.422252177,2.324837077,16.483526885
399335589.472663,240510_001957093.jpg,488004.349,7039146.691,429.281,0.958873137,1.759455703,-1.804589582,-16.300883868,-178.815724656,2.222002487,16.250239106
399335589.918363,240510_001957540.jpg,487994.771,7039149.69,428.929,0.960309253,3.092718332,-0.957464825,-16.075718725,-177.291889425,1.772233074,16.008049272
399335590.364063,240510_001957987.jpg,487985.183,7039152.713,428.676,0.960864562,2.828106737,-0.975697141,-15.959280261,-177.547768586,1.711789478,15.898619686
399335590.809763,240510_001958433.jpg,487975.61,7039155.706,428.49,0.960408574,3.136420367,-0.53320888,-16.074261247,-177.133027626,1.377414764,16.025260043
399335591.255464,240510_001958880.jpg,487966.059,7039158.69,428.285,0.960001756,3.729893599,0.482879737,-16.159714872,-176.283573459,0.573100202,16.15690229
399335591.701164,240510_001959326.jpg,487956.552,7039161.685,428.347,0.959857344,3.940130638,1.42013621,-16.1356737,-175.821425027,-0.267307299,16.194313609
399335592.146864,240510_001959773.jpg,487947.076,7039164.746,428.486,0.959023695,2.722326003,1.141050838,-16.328108913,-177.066901736,-0.32939003,16.363697731
399335592.592564,240510_002000220.jpg,487937.68,7039167.809,428.616,0.957800306,1.935610942,1.515679115,-16.546549641,-177.712579752,-0.901092585,16.590186698
399335593.049365,240510_002000677.jpg,487928.129,7039170.929,428.821,0.95698841,1.745724737,2.343507429,-16.616061617,-177.656117047,-1.744636889,16.687507648
399335593.506165,240510_002001135.jpg,487918.597,7039173.989,429.08,0.959423339,2.534314061,1.912515996,-16.175652832,-177.033031541,-1.128948235,16.247235076
399335593.962965,240510_002001593.jpg,487909.104,7039176.934,429.324,0.96220796,3.300838184,2.066658063,-15.572893437,-176.265651116,-1.101392367,15.668380723
399335594.419766,240510_002002050.jpg,487899.634,7039179.827,429.551,0.964734377,2.860332217,1.668247159,-15.071954538,-176.804354217,-0.865414821,15.137784741
399335594.876566,240510_002002508.jpg,487890.178,7039182.624,429.774,0.965493203,2.790822043,1.742074767,-14.895418405,-176.855134487,-0.964355851,14.96436686
399335595.333366,240510_002002966.jpg,487880.761,7039185.407,429.97,0.969006547,1.765663485,1.758723781,-14.088263209,-177.858714192,-1.275114738,14.139240877
399335595.801466,240510_002003435.jpg,487871.092,7039188.051,430.184,0.97220709,2.023885236,1.781371755,-13.310332305,-177.619793874,-1.266385211,13.36815145
399335596.269567,240510_002003904.jpg,487861.414,7039190.527,430.403,0.974807819,2.86936085,1.695190344,-12.657834313,-176.828795959,-1.02336223,12.728658776
399335596.737667,240510_002004373.jpg,487851.853,7039192.934,430.661,0.977560433,2.131505834,2.295197847,-11.816573401,-177.44254018,-1.807790964,11.899675419
399335597.216367,240510_002004852.jpg,487842.103,7039195.151,430.953,0.981818519,2.788120571,2.03504923,-10.610060578,-176.884162582,-1.484220205,10.699994722
399335597.695068,240510_002005332.jpg,487832.388,7039197.147,431.236,0.986678479,2.840830991,1.783472224,-9.02359674,-176.914075279,-1.313625125,9.10324554
399335598.173768,240510_002005812.jpg,487822.678,7039198.87,431.442,0.991774755,2.613036513,1.752414834,-6.92330983,-177.194013553,-1.422729177,6.998165642
399335598.662568,240510_002006302.jpg,487812.731,7039200.142,431.632,0.996227822,4.179596942,1.612907376,-4.368848164,-175.709357285,-1.285752253,4.475901383
399335599.151368,240510_002006791.jpg,487802.777,7039201.042,431.83,0.998590411,3.691454667,1.901399778,-1.593385947,-176.255710935,-1.793730952,1.713326889
399335599.640169,240510_002007281.jpg,487792.797,7039201.467,432.039,0.998851995,3.237540903,1.789750888,1.109815722,-176.796195116,-1.848928187,-1.007490353
399335600.128969,240510_002007771.jpg,487782.808,7039201.424,432.234,0.997248681,3.278750677,1.866759073,3.389804683,-176.835393434,-2.053847781,-3.279602766
399335600.617769,240510_002008261.jpg,487772.793,7039200.97,432.424,0.993086981,2.677170756,1.657397349,6.293834788,-177.518936574,-1.938821982,-6.213080654
399335601.10657,240510_002008750.jpg,487762.793,7039200.007,432.61,0.987197727,2.890757429,1.960444382,8.794424714,-177.440385946,-2.37635567,-8.691824822
399335601.59537,240510_002009240.jpg,487752.788,7039198.566,432.795,0.979162767,3.472132045,1.34368157,11.508363373,-176.863822891,-2.006653973,-11.412674287
399335632.946829,240510_002040654.jpg,487145.038,7039087.303,443.844,0.997952841,2.188050149,1.91134937,-2.584840008,-177.726529772,-1.808863578,2.657285415
399335633.415129,240510_002041123.jpg,487135.145,7039088.008,444.087,0.99808932,2.134019672,1.621759152,-2.608934783,-177.793236382,-1.521633646,2.668494749
399335633.89353,240510_002041602.jpg,487125.155,7039088.714,444.279,0.998234831,2.265021983,1.294532546,-2.608398763,-177.67759751,-1.189247991,2.658137864
399335634.37193,240510_002042082.jpg,487115.263,7039089.421,444.42,0.998617518,1.952100174,1.142496542,-2.158471243,-178.005428398,-1.067774862,2.19656417
399335634.86093,240510_002042571.jpg,487105.222,7039090.043,444.489,0.999193835,1.651505639,0.697250449,-1.300608375,-178.332332274,-0.659977092,1.320295939
399335635.349931,240510_002043061.jpg,487095.251,7039090.466,444.503,0.999480938,1.748080998,0.532904842,0.089146392,-178.252052218,-0.536190728,-0.072807914
399335635.838931,240510_002043551.jpg,487085.323,7039090.632,444.481,0.999053761,1.819128491,0.202411152,1.748689028,-178.187283262,-0.258821295,-1.741358641
399335636.327931,240510_002044041.jpg,487075.431,7039090.496,444.406,0.997616375,1.982914351,-0.214650525,3.535469099,-178.0071217,0.090392294,-3.540740956
399335636.816931,240510_002044531.jpg,487065.563,7039090.07,444.266,0.995415724,1.801554973,-0.490111306,5.17464633,-178.160996929,0.323702991,-5.18754238
399335637.305932,240510_002045021.jpg,487055.71,7039089.356,444.093,0.992614866,1.922263825,-0.87391742,6.68503722,-177.988500004,0.641699313,-6.710966255
399335637.794932,240510_002045511.jpg,487045.878,7039088.368,443.845,0.988979477,2.218887927,-1.130060587,8.254250646,-177.641387185,0.796763845,-8.292540773
399335638.283932,240510_002046001.jpg,487036.053,7039087.136,443.57,0.98460772,1.932403611,-1.238585574,9.834730029,-177.883845451,0.887307188,-9.872022136
399335638.772933,240510_002046491.jpg,487026.203,7039085.616,443.214,0.979490478,1.901106029,-1.697989163,11.367020202,-177.800746291,1.286288912,-11.419913231
399335639.261933,240510_002046981.jpg,487016.348,7039083.797,442.817,0.973524743,2.355742311,-2.150449271,12.922934094,-177.222123831,1.564173443,-13.005106285
399335639.750933,240510_002047471.jpg,487006.487,7039081.732,442.365,0.9670255,2.097362547,-2.396918273,14.458217973,-177.369497536,1.792266577,-14.543294771
399335640.239934,240510_002047961.jpg,486996.645,7039079.387,441.852,0.9602364,2.208974158,-2.714240407,15.894192095,-177.130805592,1.999664581,-15.996661818
399335640.728934,240510_002048451.jpg,486986.839,7039076.804,441.293,0.951749788,1.867166982,-2.972446262,17.544711155,-177.321993887,2.26550755,-17.646192539
399335641.217934,240510_002048941.jpg,486977.08,7039073.909,440.664,0.941934773,1.773078611,-3.445430927,19.250626154,-177.187828119,2.661625406,-19.369392637
399335641.696435,240510_002049421.jpg,486967.584,7039070.777,439.994,0.932332006,1.973920939,-3.445182332,20.85885057,-176.92670359,2.509615254,-20.985639202
399335642.174935,240510_002049900.jpg,486958.134,7039067.372,439.304,0.92199806,1.88444654,-3.459002813,22.464525958,-176.934949371,2.469692736,-22.587609638
399335642.653435,240510_002050379.jpg,486948.734,7039063.682,438.622,0.911148741,1.92830499,-3.375543904,24.053866687,-176.861777783,2.289836661,-24.173517757
399335643.131935,240510_002050859.jpg,486939.366,7039059.71,437.925,0.900332438,1.870985839,-3.431704155,25.527978815,-176.831328863,2.283776941,-25.647306919
399335643.599736,240510_002051328.jpg,486930.236,7039055.567,437.251,0.889949244,1.834273,-3.403892971,26.881657816,-176.823619503,2.200272872,-26.997281424
399335644.067536,240510_002051796.jpg,486921.159,7039051.184,436.613,0.87830897,1.721777464,-3.205321326,28.345571631,-176.961927372,1.99772349,-28.446836451
399335644.535336,240510_002052265.jpg,486912.157,7039046.551,436.023,0.866439041,1.677120658,-2.935226131,29.774498309,-177.086186229,1.709748136,-29.861059495
399335645.003137,240510_002052734.jpg,486903.233,7039041.658,435.482,0.854276031,1.898912842,-2.212899516,31.205180449,-177.229473192,0.904974371,-31.263818701
399335645.460037,240510_002053192.jpg,486894.566,7039036.654,435.004,0.839200441,1.392424337,-2.034038711,32.846542638,-177.726822101,0.950301597,-32.890203338
399335645.916937,240510_002053649.jpg,486886.033,7039031.365,434.581,0.822357544,1.602198588,-1.393107776,34.614804565,-177.889998307,0.233973329,-34.638656117
399335646.373837,240510_002054107.jpg,486877.623,7039025.786,434.227,0.802970843,1.338068393,-1.220090444,36.531211425,-178.198302453,0.18175987,-36.548380516
399335646.830738,240510_002054565.jpg,486869.367,7039019.92,433.922,0.786024897,1.117158275,-0.87377351,38.14147958,-178.581194963,-0.004490811,-38.149997435
399335647.287638,240510_002055023.jpg,486861.242,7039013.817,433.675,0.773726762,0.933922737,-0.797136569,39.270372608,-178.771766823,0.024280291,-39.27718396
399335647.744538,240510_002055481.jpg,486853.208,7039007.552,433.457,0.768472917,1.04563239,-0.753198336,39.744537296,-178.713815003,-0.091014165,-39.750440417
399335648.201438,240510_002055938.jpg,486845.192,7039001.231,433.244,0.770224739,1.074463828,-0.63795015,39.588895742,-178.764737816,-0.194599406,-39.592826821
399335648.647539,240510_002056385.jpg,486837.325,7038995.1,433.038,0.771108408,0.580654133,-0.594519975,39.509906202,-179.172854124,0.08767734,-39.513600561
399335649.093639,240510_002056832.jpg,486829.489,7038988.998,432.824,0.773846799,0.523538181,-0.462911713,39.264001535,-179.300656739,0.025563569,-39.266315817
399335649.539739,240510_002057279.jpg,486821.648,7038982.963,432.648,0.775937705,0.105803972,-0.368493524,39.075076943,-179.68434273,0.217837544,-39.076058241
399335649.98584,240510_002057726.jpg,486813.851,7038977.001,432.521,0.7786325,-0.126197577,0.281346313,38.829972313,179.72699871,-0.141171387,-38.830625935
399335650.44314,240510_002058185.jpg,486805.872,7038970.959,432.476,0.781348413,-0.43617577,0.18704213,38.581484824,179.544164499,0.124510401,-38.581713361
399335650.90044,240510_002058643.jpg,486797.945,7038965.009,432.473,0.785524374,-0.63304403,0.719885639,38.19065025,179.059527739,-0.175307324,-38.196045587
399335651.35774,240510_002059101.jpg,486790.046,7038959.174,432.538,0.790798594,-0.868961405,1.238079765,37.687481897,178.557959731,-0.448978596,-37.702466598
399335651.825041,240510_002059569.jpg,486781.973,7038953.33,432.663,0.80275246,-0.761737691,1.462889764,36.544590411,178.519479367,-0.721903258,-36.563576116
