Timestamp,Filename,Origin (Easting[m],Northing[m],Height[m]),Direction (Easting,Roll(X)[deg],Pitch(Y)[deg],Yaw(Z)[deg],Omega[deg],Phi[deg],Kappa[deg]
399333312.779234,240509_234155898.jpg,486569.228,7038959.986,429.591,0.69971284,-1.724178749,-3.480262455,-45.465862716,176.313809763,1.206455065,45.556976566
399333313.295835,240509_234156415.jpg,486562.494,7038967.468,428.875,0.651211754,-1.42913249,-3.469883483,-49.25350514,176.442286518,1.177333621,49.333295236
399333313.801935,240509_234156922.jpg,486556.381,7038975.283,428.183,0.59674944,-1.492941173,-3.460036015,-53.264683207,176.338491349,0.868610133,53.33748514
399333314.308035,240509_234157429.jpg,486550.793,7038983.555,427.476,0.539431186,-1.552798521,-3.64020006,-57.263607764,176.103065018,0.657979904,57.335288205
399333314.814136,240509_234157937.jpg,486545.768,7038992.25,426.77,0.484305467,-1.809766496,-3.655081273,-60.953473434,175.931332937,0.188442687,61.017860357
399333315.320236,240509_234158444.jpg,486541.27,7039001.3,426.058,0.431528794,-2.009560003,-3.719697725,-64.364650411,175.78283867,-0.206141875,64.422261984
399333315.815536,240509_234158940.jpg,486537.354,7039010.457,425.345,0.384793551,-2.132800597,-3.478503955,-67.313774445,175.973759914,-0.629113194,67.356374752
399333316.310836,240509_234159436.jpg,486533.841,7039019.896,424.622,0.339842674,-1.785426732,-3.546605168,-70.083268941,176.062831254,-0.473193143,70.122256801
399333316.795237,240509_234159922.jpg,486530.812,7039029.351,423.896,0.306195924,-1.598218235,-3.357009122,-72.129547733,176.319709545,-0.493293001,72.160524224
399333317.279637,240509_234200407.jpg,486528.066,7039038.984,423.165,0.287415314,-1.676867805,-3.692813375,-73.252890001,175.986226007,-0.544168421,73.287868853
399333317.764037,240509_234200892.jpg,486525.433,7039048.704,422.434,0.289962532,-1.735565362,-3.601514584,-73.10179829,176.055044379,-0.616182964,73.135128694
399333318.238038,240509_234201367.jpg,486522.771,7039058.25,421.721,0.289257691,-0.94601342,-3.432219821,-73.147253034,176.445759166,0.087178289,73.178330237
399333318.712038,240509_234201842.jpg,486520.131,7039067.869,420.999,0.285369129,-0.537848715,-3.489305969,-73.37940629,176.507256246,0.480053581,73.410479044
399333319.186038,240509_234202317.jpg,486517.514,7039077.577,420.279,0.281950332,-0.272821883,-3.739362301,-73.579550634,176.34065592,0.79247691,73.613846372
399333319.660038,240509_234202792.jpg,486514.901,7039087.341,419.563,0.27899594,0.220582728,-3.392997122,-73.762682204,176.808150319,1.157768382,73.788503638
399333320.123839,240509_234203257.jpg,486512.359,7039096.97,418.863,0.277063318,0.683621905,-3.43181293,-73.877570009,176.896932496,1.606794169,73.900739244
399333320.587639,240509_234203722.jpg,486509.825,7039106.658,418.179,0.277850097,0.785735308,-3.555205437,-73.828354075,176.808252686,1.741781529,73.852633008
399333321.051439,240509_234204186.jpg,486507.255,7039116.381,417.497,0.28394629,1.031027361,-3.35693084,-73.467018709,177.079004873,1.940652464,73.486430297
399333321.51524,240509_234204651.jpg,486504.599,7039126.142,416.805,0.289234488,1.412380305,-3.689124272,-73.143822532,176.882653746,2.418041723,73.164315902
399333321.96874,240509_234205105.jpg,486501.963,7039135.684,416.136,0.294162208,1.29855129,-3.277847331,-72.855542333,177.254207868,2.203997478,72.871366164
399333322.42224,240509_234205560.jpg,486499.253,7039145.201,415.439,0.303470617,1.789987674,-3.585636724,-72.289497118,177.132429236,2.792422292,72.30356287
399333322.87574,240509_234206014.jpg,486496.458,7039154.593,414.767,0.315937128,2.331660306,-3.645956388,-71.53498901,177.28387824,3.362588216,71.540732414
399333323.329241,240509_234206469.jpg,486493.552,7039163.886,414.096,0.33289787,2.621292995,-3.76687816,-70.501993088,177.327766303,3.724199712,70.502919033
399333323.792941,240509_234206933.jpg,486490.433,7039173.288,413.402,0.353113551,2.567493093,-3.578015284,-69.269783776,177.566112146,3.663795985,69.267663923
399333324.256641,240509_234207398.jpg,486487.091,7039182.578,412.718,0.377229518,3.02897347,-3.66987397,-67.778960707,177.752210448,4.187559087,67.764349091
399333324.720342,240509_234207863.jpg,486483.524,7039191.746,412.064,0.414362573,2.644241844,-3.85729883,-65.44940317,177.593705425,4.003487933,65.444700657
399333325.184042,240509_234208327.jpg,486479.587,7039200.704,411.386,0.452542265,2.647002464,-3.545837415,-63.023729552,178.044435439,3.963171496,63.00966917
399333325.647742,240509_234208792.jpg,486475.267,7039209.508,410.712,0.489278972,2.557999859,-3.764495961,-60.622269491,177.978060754,4.071273532,60.610283636
399333326.111442,240509_234209256.jpg,486470.568,7039218.147,410.028,0.522799043,2.691654344,-3.416390187,-58.400820529,178.50444653,4.078232404,58.373991064
399333326.575143,240509_234209721.jpg,486465.523,7039226.647,409.338,0.548549295,3.024978635,-3.410015712,-56.648208618,178.819272569,4.396782217,56.603691789
399333327.038843,240509_234210186.jpg,486460.21,7039235.035,408.668,0.576116415,2.852253194,-3.412520703,-54.731530397,178.865158434,4.294422464,54.689304266
399333327.502543,240509_234210650.jpg,486454.596,7039243.261,408.038,0.606785406,2.565974036,-3.157967306,-52.555600032,179.05685618,3.952804237,52.517577417
399333327.966243,240509_234211115.jpg,486448.656,7039251.259,407.469,0.637400891,2.739212498,-2.418771542,-50.337285927,179.890488049,3.648251118,50.283087772
399333328.429944,240509_234211579.jpg,486442.409,7039259.042,406.996,0.664424925,2.755971254,-2.089562968,-48.304056743,-179.72305956,3.443605216,48.245599825
399333328.893644,240509_234212044.jpg,486435.907,7039266.58,406.591,0.691119728,2.873787363,-1.337006979,-46.240624418,-178.97472366,2.996449524,46.180383471
399333329.357344,240509_234212509.jpg,486429.146,7039273.872,406.273,0.716664757,2.875147055,-1.290251354,-44.177711824,-178.833908083,2.925104857,44.115667733
399333329.821045,240509_234212973.jpg,486422.168,7039280.868,406.034,0.744005062,2.837873987,-0.578955526,-41.893147125,-178.272005795,2.322700025,41.843859091
399333330.284745,240509_234213438.jpg,486414.954,7039287.556,405.852,0.770003497,2.753515906,-0.44820627,-39.611289196,-178.162728756,2.097836309,39.566954131
399333330.759545,240509_234213914.jpg,486407.352,7039294.036,405.767,0.793986477,2.88134932,-0.013696358,-37.405294528,-177.718413298,1.758571162,37.369997109
399333331.234345,240509_234214389.jpg,486399.546,7039300.192,405.751,0.81368044,3.172495762,0.664833487,-35.499882095,-177.03112679,1.299399196,35.484672549
399333331.709146,240509_234214865.jpg,486391.612,7039306.065,405.799,0.833306271,2.967664335,1.576004134,-33.486837069,-176.656364357,0.323372622,33.518255821
399333332.183946,240509_234215341.jpg,486383.516,7039311.625,405.944,0.851506792,2.955696517,1.6101414,-31.543560711,-176.639648629,0.174636285,31.580012023
399333332.669346,240509_234215827.jpg,486375.131,7039316.97,406.173,0.866758991,3.008673855,2.113887903,-29.801082107,-176.339749209,-0.337060418,29.867393946
399333333.154747,240509_234216313.jpg,486366.676,7039322.027,406.486,0.879464195,2.935168357,2.310271652,-28.28608388,-176.321464763,-0.640930447,28.365882384
399333333.650947,240509_234216811.jpg,486358.024,7039326.886,406.751,0.889100241,3.153726448,2.395879201,-27.089590817,-176.102230893,-0.69372651,27.179177757
399333334.157647,240509_234217318.jpg,486349.284,7039331.616,407.164,0.895726498,2.654217576,3.108241996,-26.172935545,-176.246751696,-1.614298962,26.297870853
399333334.675248,240509_234217837.jpg,486340.487,7039336.169,407.662,0.902414492,2.80745177,2.893152889,-25.312403676,-176.225206176,-1.410804027,25.429822604
399333335.214948,240509_234218378.jpg,486331.608,7039340.625,408.075,0.906706238,2.459456807,2.594421563,-24.761046386,-176.680001866,-1.32279701,24.855111664
399333335.788948,240509_234218953.jpg,486322.654,7039345.052,408.528,0.908702355,1.806149816,2.68182364,-24.477292614,-177.244388523,-1.69004922,24.560263011
399333336.421949,240509_234219587.jpg,486313.467,7039349.504,409.02,0.910566614,1.842588059,2.47429331,-24.238549531,-177.303612192,-1.497663286,24.313631572
399333337.128649,240509_234220295.jpg,486304.263,7039353.908,409.506,0.91463148,1.866854947,2.387606113,-23.672426749,-177.33117693,-1.43520807,23.744804972
399333337.96975,240509_234221138.jpg,486294.786,7039358.278,409.973,0.926456044,1.503574075,2.197888688,-21.94034196,-177.783486395,-1.475552575,21.997776956
399333339.11825,240509_234222289.jpg,486284.488,7039362.331,410.47,0.971006627,0.071222051,2.766670691,-13.444398709,-179.286167629,-2.672968377,13.462858678
399333340.503051,240509_234223676.jpg,486274.342,7039363.768,411.027,0.982354223,-0.991288019,4.98162002,9.411383126,178.204810265,-4.747747675,-9.528680305
399333341.930652,240509_234225107.jpg,486265.592,7039360.416,411.715,0.736299317,0.634794308,3.622704614,42.428613342,178.026370872,-3.100388792,-42.461825803
399333343.163453,240509_234226342.jpg,486259.915,7039353.324,411.99,0.411612174,0.59803579,2.244078916,65.661855768,178.204759237,-1.469724971,-65.673106342
399333344.230854,240509_234227411.jpg,486256.472,7039344.645,412.097,0.280466888,1.041740208,0.922015292,73.701902464,179.409494255,-1.259166765,-73.700002996
399333345.191854,240509_234228374.jpg,486253.834,7039335.47,412.057,0.205595465,1.122179534,0.324098297,78.12979607,179.915283419,-1.165525699,-78.127495139
399333346.073155,240509_234229257.jpg,486251.838,7039325.991,411.941,0.168207884,1.842350828,-0.090862702,80.311757472,-179.599109704,-1.801195216,-80.306944426
399333346.892344,240509_234230078.jpg,486249.974,7039316.418,411.78,0.167157414,1.925721267,0.198925939,80.372793987,-179.872505457,-1.932193619,-80.367324924
399333347.653444,240509_234230841.jpg,486248.077,7039306.931,411.669,0.176995067,1.747859092,0.146643101,79.80034824,-179.833314902,-1.746621503,-79.79559356
399333348.389845,240509_234231579.jpg,486245.968,7039297.298,411.53,0.196909861,0.5616563,0.124819393,78.6382553,179.98976007,-0.576214683,-78.637705182
399333349.096645,240509_234232287.jpg,486243.634,7039287.708,411.423,0.232790323,-0.18878651,0.49959616,76.531635427,179.472073202,0.06600209,-76.532141161
399333349.793246,240509_234232985.jpg,486240.85,7039278.115,411.4,0.282266168,-0.960508268,1.053778795,73.593735637,178.720364254,0.622381652,-73.595565033
399333350.478446,240509_234233671.jpg,486237.525,7039268.682,411.478,0.335223418,-2.483261384,1.814656045,70.394087949,177.460871548,1.728808327,-70.39496517
399333351.153046,240509_234234347.jpg,486233.711,7039259.548,411.715,0.400325374,-3.028181261,2.959821687,66.356316913,176.079695245,1.586611633,-66.380014911
399333351.827647,240509_234235023.jpg,486229.305,7039250.687,412.087,0.460386077,-2.448166264,3.285683451,62.525122255,175.961071927,0.656871552,-62.571937672
399333352.512347,240509_234235709.jpg,486224.318,7039242.043,412.538,0.52156038,-1.040165764,3.245351593,58.49033187,176.693607681,-0.808344104,-58.542947403
399333353.197048,240509_234236395.jpg,486218.789,7039233.845,412.993,0.577923965,0.077721782,3.259964526,54.61052459,177.390303607,-1.950132295,-54.652602013
399333353.892848,240509_234237093.jpg,486212.627,7039225.997,413.453,0.616044895,-0.590143238,2.918012788,51.892891176,177.342947418,-1.335492434,-51.938749965
399334080.044812,240509_235444681.jpg,486331.717,7039344.851,408.226,-0.906952013,0.424878952,-1.429714004,155.183983875,-179.784562512,-1.475971895,-155.18646464
399334080.641813,240509_235445279.jpg,486340.594,7039340.454,407.845,-0.906244842,0.230583266,-1.601297016,155.097316697,-179.533914141,-1.549352186,-155.094188085
399334081.217313,240509_235445856.jpg,486349.494,7039335.985,407.393,-0.906846406,-0.838443401,-1.588747349,155.178603881,-178.571417756,-1.089824323,-155.153346782
399334081.780713,240509_235446420.jpg,486358.493,7039331.495,407.008,-0.902336852,-1.143847508,-0.301396687,154.524905885,-178.836928978,0.218681066,-154.52408107
399334082.331614,240509_235446972.jpg,486367.502,7039326.769,406.791,-0.887999445,-1.681787444,-0.421596013,152.677843041,-178.311805941,0.396147938,-152.677449088
399334082.861514,240509_235447503.jpg,486376.209,7039321.804,406.506,-0.868338216,-2.115220153,-0.533183,150.317515477,-177.898018013,0.582995227,-150.318321268
399334083.380314,240509_235448023.jpg,486384.697,7039316.49,406.297,-0.847684884,-2.440730249,-0.152009709,148.004004367,-177.848888021,1.162384473,-148.022533797
399334083.888015,240509_235448531.jpg,486392.957,7039310.879,406.145,-0.825523857,-2.33843977,0.194056296,145.681398785,-178.176969945,1.476304193,-145.708787874
399334084.395715,240509_235449040.jpg,486401.074,7039304.84,406.048,-0.801332209,-2.532703574,1.336792301,143.31433299,-178.764837168,2.581371068,-143.371624509
399334084.892515,240509_235449538.jpg,486408.927,7039298.524,406.055,-0.779309569,-2.529643391,1.052408454,141.242787258,-178.683775641,2.400856163,-141.293519131
399334085.390116,240509_235450036.jpg,486416.65,7039291.904,406.068,-0.756251758,-1.483394953,1.960561864,139.204644816,179.84455582,2.450177347,-139.226635055
399334085.876916,240509_235450524.jpg,486424.003,7039285.024,406.287,-0.730449568,-2.164592582,2.022819399,136.990976087,-179.793800819,2.951935629,-137.034405792
399334086.363716,240509_235451012.jpg,486431.15,7039277.848,406.504,-0.701986622,-1.805568974,2.433135831,134.663987134,179.541660663,2.990887271,-134.690268984
399334086.850516,240509_235451500.jpg,486438.032,7039270.334,406.815,-0.677749672,-2.203783245,2.769605157,132.754506492,179.465970752,3.494216251,-132.791367697
399334087.337317,240509_235451988.jpg,486444.681,7039262.584,407.209,-0.648988753,-2.187235462,3.45504091,130.577266682,178.802023764,3.904176125,-130.602255493
399334087.824117,240509_235452475.jpg,486451.03,7039254.551,407.67,-0.619027248,-2.596426569,3.851125605,128.368471705,178.59620773,4.421161846,-128.401390652
399334088.310917,240509_235452963.jpg,486457.094,7039246.305,408.217,-0.591734197,-2.391004251,4.243821832,126.415485202,178.007480323,4.438305815,-126.426664393
399334088.797718,240509_235453451.jpg,486462.86,7039237.88,408.86,-0.563878975,-2.213725939,4.669340626,124.473068248,177.406121376,4.462523569,-124.462040141
399334089.284518,240509_235453939.jpg,486468.316,7039229.291,409.533,-0.53344102,-2.164409134,4.635450787,122.373733292,177.246407314,4.304739037,-122.35762121
399334089.771318,240509_235454426.jpg,486473.41,7039220.558,410.215,-0.503096263,-2.249680566,4.757882767,120.33598755,177.03228091,4.339366504,-120.316767145
399334090.258119,240509_235454914.jpg,486478.182,7039211.696,410.885,-0.472376388,-2.102386665,4.793959984,118.310816415,176.778923463,4.119198975,-118.282733055
399334090.744919,240509_235455402.jpg,486482.61,7039202.706,411.571,-0.441816239,-2.202139926,4.869157177,116.335207143,176.615616151,4.128370041,-116.306582522
399334091.231719,240509_235455890.jpg,486486.72,7039193.606,412.249,-0.409097895,-2.037497952,4.957412783,114.256626361,176.319856548,3.888999687,-114.219602678
399334091.718519,240509_235456378.jpg,486490.467,7039184.372,412.921,-0.373669249,-2.103286494,4.699371819,112.030719497,176.435707652,3.707645264,-112.001383567
399334092.20532,240509_235456865.jpg,486493.863,7039175.037,413.571,-0.338437892,-1.787031257,4.772632048,109.86304755,176.121704537,3.297662346,-109.825609013
399334092.70212,240509_235457363.jpg,486496.969,7039165.414,414.247,-0.308152695,-1.356104184,4.871069567,108.023870792,175.79116573,2.792212319,-107.978719895
399334093.19892,240509_235457861.jpg,486499.78,7039155.691,414.901,-0.289812474,-1.396433896,4.625452579,106.91151784,175.984571658,2.677405223,-106.873833418
399334093.695721,240509_235458359.jpg,486502.451,7039145.941,415.559,-0.283166136,-1.174814332,4.741826803,106.515256546,175.791714843,2.470127252,-106.47293314
399334094.192521,240509_235458856.jpg,486505.076,7039136.167,416.235,-0.276063128,-0.58729744,4.794849277,106.090856835,175.560194406,1.889178738,-106.042048426
399334094.689321,240509_235459354.jpg,486507.615,7039126.358,416.915,-0.272145774,-0.451234227,4.682219762,105.853819392,175.623693516,1.709299733,-105.806805684
399334095.186122,240509_235459852.jpg,486510.126,7039116.535,417.583,-0.276418982,-0.576036967,4.730507817,106.110619622,175.619539997,1.862107614,-106.063034307
399334095.682922,240509_235500350.jpg,486512.728,7039106.733,418.252,-0.282673937,0.095050549,4.959965678,106.491209118,175.22214196,1.312652306,-106.432217816
399334096.179722,240509_235500847.jpg,486515.379,7039096.929,418.937,-0.289693675,0.194459354,4.666696817,106.905405031,175.483421352,1.167108243,-106.85135952
399334096.676522,240509_235501345.jpg,486518.116,7039087.17,419.623,-0.292852966,0.881504496,4.732783822,107.097078997,175.222953852,0.544968902,-107.037873339
399334097.173323,240509_235501843.jpg,486520.859,7039077.422,420.32,-0.292818603,1.265947848,4.892268351,107.099137618,174.958064019,0.22441667,-107.03515701
399334097.670123,240509_235502341.jpg,486523.612,7039067.685,421.02,-0.292241753,1.892789562,4.949632287,107.065934733,174.719952601,-0.360920785,-107.000791663
399334098.166923,240509_235502839.jpg,486526.334,7039057.954,421.733,-0.29283794,1.990670771,4.856297739,107.099362865,174.780194178,-0.478689017,-107.036798309
399334098.663724,240509_235503336.jpg,486529.071,7039048.26,422.431,-0.3009746,2.13389615,5.061514575,107.595396652,174.537770281,-0.508334829,-107.525370398
399334099.160524,240509_235503834.jpg,486531.913,7039038.62,423.146,-0.315026774,2.546395154,4.591736338,108.432570006,174.846155265,-0.967638713,-108.374095306
399334099.657324,240509_235504332.jpg,486534.898,7039029.074,423.843,-0.334525061,2.819652727,4.970804024,109.629964352,174.379186996,-0.990547619,-109.556289396
399334100.154125,240509_235504830.jpg,486538.067,7039019.621,424.552,-0.369031054,2.409308562,4.516324398,111.737393435,174.919755141,-0.569696262,-111.667729545
399334061.750047,240509_235426350.jpg,486247.668,7039340.439,411.937,-0.214016607,3.04967975,0.384422674,-102.36402001,179.723248297,3.0584623,102.381632012
399334065.713004,240509_235430320.jpg,486248.766,7039343.974,411.941,-0.443267846,4.090490607,1.422946886,-116.334620936,179.458379566,4.292892498,116.405610196
399334068.141406,240509_235432754.jpg,486253.036,7039351.228,412.047,-0.452622525,2.297893327,0.327260703,-116.926202246,179.252295565,2.194487178,116.947058108
399334070.765507,240509_235435383.jpg,486257.654,7039360.962,411.988,-0.345833911,1.052203319,-0.758715028,-110.244473903,178.926321266,0.723202642,110.244319952
399334072.864808,240509_235437486.jpg,486261.99,7039368.326,411.783,-0.769208171,0.588104718,-1.976995749,-140.356333435,178.288323992,-1.146837219,140.329143335
399334074.359609,240509_235438984.jpg,486270.156,7039371.669,411.294,-0.996498107,3.242669335,-2.903459471,-176.606892609,176.590520599,-2.70031782,176.444501433
399334075.49331,240509_235440120.jpg,486279.169,7039370.664,410.749,-0.968360782,3.944020989,-1.844402193,165.770204723,176.629158379,-2.752187207,-165.914617417
399334076.44361,240509_235441072.jpg,486288.085,7039367.456,410.31,-0.921894198,3.090757254,-1.473664383,157.313984108,177.716562089,-2.549262261,-157.404500668
399334077.276711,240509_235441907.jpg,486296.74,7039363.266,409.934,-0.899370508,2.617923422,-1.467793906,154.169655008,178.283316211,-2.460118922,-154.240006886
399334078.041411,240509_235442673.jpg,486305.41,7039358.692,409.533,-0.893451597,1.783484047,-1.584251599,153.407506153,179.114977003,-2.214134513,-153.449216225
399334078.747212,240509_235443380.jpg,486314.063,7039354.031,409.093,-0.89138786,1.503783615,-1.791212333,153.156380456,179.467687068,-2.276394405,-153.190406236
399334079.413412,240509_235444048.jpg,486322.823,7039349.366,408.631,-0.901012849,0.934739647,-1.383524505,154.38224672,179.756373576,-1.651497185,-154.396999812
399334100.661125,240509_235505338.jpg,486541.677,7039010.217,425.261,-0.413673576,2.610106882,5.000863193,114.547501811,174.374742879,-0.302668575,-114.448488051
399334101.168125,240509_235505846.jpg,486545.752,7039001.071,425.975,-0.467470404,2.83699711,4.698423033,117.986604974,174.527573721,-0.306726649,-117.884994636
399334101.685325,240509_235506364.jpg,486550.419,7038992.09,426.707,-0.520111687,2.79653797,4.830613965,121.480531775,174.427564411,0.130107858,-121.356373223
399334102.202526,240509_235506882.jpg,486555.579,7038983.479,427.438,-0.577958993,2.41292956,4.979852826,125.480016127,174.550429983,0.916893638,-125.331583
399334102.719726,240509_235507400.jpg,486561.29,7038975.319,428.151,-0.634280217,2.168504389,5.068117428,129.573393546,174.716555369,1.547805324,-129.406139674
399334103.247526,240509_235507929.jpg,486567.666,7038967.484,428.903,-0.686007789,1.98792911,4.937953987,133.541842018,175.054496875,1.951340834,-133.371988598
399334103.775327,240509_235508458.jpg,486574.562,7038960.174,429.604,-0.734578231,2.735342901,5.032854626,137.541351512,174.588224789,1.854723236,-137.333677171
399334104.303127,240509_235508987.jpg,486581.892,7038953.354,430.344,-0.779828548,2.301414074,4.747219676,141.524833482,175.246829958,2.274293345,-141.335222393
399334104.830927,240509_235509516.jpg,486589.645,7038947.106,431.033,-0.820667053,2.409600506,4.732016925,145.472890408,175.334017146,2.521847907,-145.270781203
399334105.358728,240509_235510045.jpg,486597.782,7038941.428,431.675,-0.860616528,2.139249284,4.219222524,149.695828244,176.025157602,2.55436812,-149.528563408
399334105.897928,240509_235510585.jpg,486606.477,7038936.298,432.26,-0.892707971,2.792129521,3.636108906,153.499176885,175.880936629,1.999308076,-153.338854565
399334106.437128,240509_235511125.jpg,486615.442,7038931.747,432.767,-0.921338317,2.589057542,3.379470359,157.424791323,176.313652471,2.118701549,-157.280425236
399334106.976329,240509_235511665.jpg,486624.671,7038927.823,433.219,-0.945922258,2.228405482,3.02766875,161.385845529,176.923247089,2.151553141,-161.269342194
399334107.515529,240509_235512206.jpg,486634.149,7038924.568,433.581,-0.965910304,2.365121141,2.630459671,165.326297174,177.047374535,1.939648589,-165.222173042
399334108.054729,240509_235512746.jpg,486643.818,7038921.968,433.904,-0.981230843,2.351667833,2.173224366,169.234458163,177.285678436,1.690692099,-169.149947677
399334108.59393,240509_235513286.jpg,486653.595,7038920.057,434.155,-0.992208622,2.480051357,1.869498386,173.316982634,177.32117192,1.563507513,-173.240102999
399334109.13313,240509_235513826.jpg,486663.44,7038918.851,434.35,-0.998179284,2.498846988,1.266126076,177.305623912,177.446662973,1.143655152,-177.252635475
399334109.67233,240509_235514367.jpg,486673.267,7038918.335,434.468,-0.999117003,2.505694478,0.895432821,-178.622906942,177.518902898,0.952374652,178.663021993
399334110.222231,240509_235514918.jpg,486683.17,7038918.529,434.517,-0.994765176,2.476476807,0.623136693,-174.439401533,177.597934962,0.857559483,174.470774969
399334110.772131,240509_235515469.jpg,486693.017,7038919.452,434.499,-0.985999728,2.752564801,0.162573106,-170.564231474,177.313995728,0.609641537,170.582385343
399334111.322031,240509_235516020.jpg,486702.805,7038921.028,434.426,-0.973301544,2.825795484,-0.092222198,-166.846319434,177.230140482,0.5516021,166.857355886
399334111.871932,240509_235516571.jpg,486712.546,7038923.252,434.287,-0.956593057,2.928046426,-0.476103472,-163.15231766,177.062668294,0.391941598,163.150205729
399334112.410932,240509_235517111.jpg,486722.028,7038926.04,434.094,-0.937112137,2.654713273,-0.725553346,-159.657381052,177.261675825,0.241904179,159.64637973
399334112.949932,240509_235517651.jpg,486731.412,7038929.442,433.847,-0.914839381,2.605673559,-0.639110347,-156.25249944,177.360547074,0.463356128,156.248661844
399334113.478233,240509_235518180.jpg,486740.524,7038933.341,433.604,-0.890542237,2.251316494,-0.675569201,-153.002377975,177.690179566,0.419059702,152.997577297
399334113.996533,240509_235518700.jpg,486749.36,7038937.727,433.353,-0.86531679,2.051907962,-0.735717067,-149.97388178,177.858105342,0.388817547,149.968004936
399334114.504633,240509_235519209.jpg,486757.939,7038942.522,433.108,-0.843631207,1.680880452,-0.596801499,-147.573065511,178.263728413,0.396440555,147.570336434
399334115.001233,240509_235519706.jpg,486766.268,7038947.653,432.865,-0.825865796,2.001452234,-0.239987639,-145.716808554,178.213419584,0.927389575,145.727070181
399334115.497834,240509_235520204.jpg,486774.624,7038953.103,432.668,-0.814490285,1.689921906,-0.361648441,-144.576649902,178.415628888,0.683325044,144.580766802
399334115.982434,240509_235520689.jpg,486782.791,7038958.661,432.514,-0.801738452,1.41381287,0.448996484,-143.335150722,179.135644072,1.202252013,143.349704865
399334116.456134,240509_235521164.jpg,486790.795,7038964.347,432.438,-0.789406702,0.944069949,0.634798286,-142.169475833,179.645099393,1.078324624,142.177982191
399334116.929835,240509_235521639.jpg,486798.771,7038970.276,432.415,-0.780464467,0.987388223,1.126840393,-141.35079245,179.933718785,1.494254098,141.361271616
399334117.392835,240509_235522102.jpg,486806.604,7038976.23,432.453,-0.776270265,0.789826509,1.375089228,-140.974046372,-179.746790849,1.563020649,140.979962973
399334117.855835,240509_235522566.jpg,486814.486,7038982.275,432.546,-0.772906961,0.37454411,1.811419361,-140.683580604,-179.14131164,1.635958264,140.677116374
399334118.318835,240509_235523030.jpg,486822.395,7038988.418,432.718,-0.771925406,0.295059212,2.025921494,-140.603559096,-178.941519361,1.749907352,140.592475149
399334118.771236,240509_235523484.jpg,486830.175,7038994.455,432.933,-0.772768495,-0.026320655,2.168336632,-140.686177864,-178.605249808,1.657895584,140.665363956
399334119.223636,240509_235523937.jpg,486838.006,7039000.51,433.155,-0.774561119,-0.230159601,2.311690077,-140.855649619,-178.361645423,1.644357703,140.827356905
399334119.676036,240509_235524390.jpg,486845.906,7039006.568,433.39,-0.77787157,-0.5287845,1.957587527,-141.141108827,-178.359607626,1.189744457,141.114930603
399334120.128437,240509_235524843.jpg,486853.861,7039012.603,433.606,-0.782584082,-0.680086095,2.050096527,-141.578030159,-178.1927961,1.180539751,141.547130337
399334120.580837,240509_235525297.jpg,486861.881,7039018.583,433.848,-0.787624309,-0.996713659,2.397582635,-142.062943002,-177.739691178,1.274666649,142.016822387
399334121.033237,240509_235525750.jpg,486869.956,7039024.501,434.117,-0.797126654,-0.907276425,2.633842603,-142.972471926,-177.689235068,1.552537433,142.920173459
399334121.485637,240509_235526203.jpg,486878.126,7039030.263,434.45,-0.811003101,-0.890884649,2.925866593,-144.335486457,-177.569742862,1.85340888,144.27327873
399334121.938038,240509_235526657.jpg,486886.423,7039035.796,434.836,-0.825654585,-1.204975953,3.193479607,-145.825294553,-177.208580238,1.960205111,145.743804451
399334122.390438,240509_235527110.jpg,486894.818,7039041.117,435.268,-0.841490162,-0.777502942,3.390229376,-147.496935572,-177.52132923,2.436420557,147.421049154
399334122.842838,240509_235527563.jpg,486903.339,7039046.141,435.749,-0.857441806,-0.935794676,3.91296479,-149.299726256,-177.195561625,2.880720818,149.197057684
399334123.295238,240509_235528017.jpg,486911.994,7039050.885,436.273,-0.87253437,-1.008678589,4.188251361,-151.078394741,-177.088911755,3.171383132,150.960731869
399334123.747639,240509_235528470.jpg,486920.78,7039055.346,436.861,-0.885767009,-1.213957288,4.285948028,-152.706428909,-176.952771327,3.244875142,152.574506041
399334124.200039,240509_235528923.jpg,486929.65,7039059.561,437.489,-0.895681255,-1.320377378,4.691776403,-154.041946767,-176.754867555,3.632156609,153.884762711
399334124.652439,240509_235529376.jpg,486938.6,7039063.56,438.143,-0.905629901,-1.431764223,4.803586095,-155.401739707,-176.693804172,3.762843085,155.232885675
399334125.10484,240509_235529830.jpg,486947.618,7039067.336,438.807,-0.915274367,-1.532100321,4.727463012,-156.755647998,-176.721698028,3.730215967,156.585468031
399334125.55724,240509_235530283.jpg,486956.698,7039070.887,439.458,-0.924418676,-1.660185666,4.636016565,-158.108076818,-176.726145101,3.673748161,157.935710366
399334126.00964,240509_235530736.jpg,486965.817,7039074.238,440.107,-0.932459854,-1.171043725,4.919682554,-159.446894334,-177.170828649,4.187106879,159.292969366
399334126.46204,240509_235531190.jpg,486975.009,7039077.348,440.757,-0.941192172,-1.309429399,4.667327193,-160.868226795,-177.228212726,3.972330856,160.718567744
399334126.924841,240509_235531653.jpg,486984.478,7039080.293,441.372,-0.951378512,-0.99573185,3.921785754,-162.565613665,-177.871893251,3.437188302,162.467520236
399334127.387641,240509_235532117.jpg,486993.963,7039082.919,441.933,-0.959567876,-1.284076738,3.784852494,-164.179067558,-177.729562173,3.285090704,164.07140614
